Full Title,Artist,Genre,Instrument,Year
128 BPM Hip House,Simon Harris,Electronic / Dance,Vocals / Lyrics,1989
Bass Shaker,DJ Defkline,Electronic / Dance,Drums,2014
Watch the Danger,Bay B Kane,Electronic / Dance,Drums,1993
Rebirth,S.P.Y,Electronic / Dance,Drums,2009
Rebirth,Riya,Electronic / Dance,Drums,2009
Decisions,Kid 'N Play,Hip-Hop / Rap / R&B,Drums,1990
Check This Out,L.A. Mix,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
SOMETHING SWEET,ADÉ,Hip-Hop / Rap / R&B,Drums,2019
SOMETHING SWEET,Fatman Scoop,Hip-Hop / Rap / R&B,Drums,2019
Beats and Pieces,Scratch Perverts,Soundtrack / Library,Drums,2010
Diss You,King Tee,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
My Groove Gets Better,Roxanne Shanté,Hip-Hop / Rap / R&B,Multiple Elements,1989
Hole Driller 3,Bok Bok,Electronic / Dance,Drums,2013
Hole Driller 3,Tom Trago,Electronic / Dance,Drums,2013
Wave Taste,Hidenobu Otsuki,Soundtrack / Library,Drums,2000
Wave Taste,Ryo Fukuda,Soundtrack / Library,Drums,2000
Wave Taste,Takeo Suzuki,Soundtrack / Library,Drums,2000
Wave Taste,Yoshitaka Hirota,Soundtrack / Library,Drums,2000
Wave Taste,Kazumi Mitome,Soundtrack / Library,Drums,2000
Hand Throw,Venetian Snares,Electronic / Dance,Multiple Elements,2003
Ultraviolent Junglist,Venetian Snares,Electronic / Dance,Drums,2010
Rock Your Body (Hip-house Remix),DMX Krew,Electronic / Dance,Sound Effect / Other,1997
Cold Fresh Air (Cyantific Remix),Higher Sense,Electronic / Dance,Drums,2006
Alive (Evidence Remix),Beastie Boys,Hip-Hop / Rap / R&B,Hook / Riff,2000
Ether (Eprom Old School Deconstruction),Zeds Dead,Electronic / Dance,Multiple Elements,2020
Ether (Eprom Old School Deconstruction),Deathpact,Electronic / Dance,Multiple Elements,2020
(I Wanna) Make You Mine,MC Trouble,Hip-Hop / Rap / R&B,Drums,1990
(I Wanna) Make You Mine,The Good Girls,Hip-Hop / Rap / R&B,Drums,1990
Escapade (Hippiapolis Mix),Janet Jackson,Hip-Hop / Rap / R&B,Drums,1990
Call & Response,Source Direct,Electronic / Dance,Drums,1997
Dragon Ball Toonami Opening,Cartoon Network,Soundtrack / Library,Drums,2001
Shake Your Stuff,Critical Mass,Electronic / Dance,Drums,1994
Scareface,Kianush,Hip-Hop / Rap / R&B,Vocals / Lyrics,2020
Scareface,PA Sports,Hip-Hop / Rap / R&B,Vocals / Lyrics,2020
I Be Gettin' Busy,Marley Marl,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
I Be Gettin' Busy,LL Cool J,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
Toulépleu,The Sentinel,Electronic / Dance,Drums,1996
Gloria,R.J. And the Family,Electronic / Dance,Multiple Elements,1990
Summers Magic (Original Mix),Mark Summers,Electronic / Dance,Drums,1990
Don't Leave Me Alone,DJ Paul Elstak,Electronic / Dance,Drums,1995
Never Comin' Down (Defunct!'s Cash Money Mix),Toby Emerson,Electronic / Dance,Multiple Elements,2009
Gonna Be Alright,Nookie,Electronic / Dance,Drums,1993
Soul Sisters,Finesse & Synquis,Hip-Hop / Rap / R&B,Drums,1988
Keep Sweatin',Godfather Don,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
Voilà Pour Toi,Shark,Hip-Hop / Rap / R&B,Multiple Elements,1990
Be There,Loadstar,Electronic / Dance,Multiple Elements,2013
Yeh Yeh Yeh,Roza Terenzi,Electronic / Dance,Multiple Elements,2017
Fessing Up About Nothing,Random Movement,Electronic / Dance,Drums,2010
Superbad Superslick,Redhead Kingpin and the FBI,Hip-Hop / Rap / R&B,Hook / Riff,1989
Mars Needs Ravers,Darius (LapFox Trax),Electronic / Dance,Multiple Elements,2014
Mars Needs Ravers,Rotteen,Electronic / Dance,Multiple Elements,2014
The Scorcher,4 Hero,Electronic / Dance,Vocals / Lyrics,1990
TBM Mix 3 (I Wanna Make You Dance),Sample Syndicate,Electronic / Dance,Multiple Elements,1989
Don't Sleep on It,Rob Base & DJ E-Z Rock,Hip-Hop / Rap / R&B,Vocals / Lyrics,1988
Ain't Nothing but a Sex Thang,Two Trick Daddy's,Hip-Hop / Rap / R&B,Multiple Elements,1992
Infinite Us,Machinedrum,Electronic / Dance,Drums,2013
Meinheld,μ-Ziq,Electronic / Dance,Vocals / Lyrics,2003
Foundations,Mefjus,Electronic / Dance,Drums,2020
Foundations,Noisia,Electronic / Dance,Drums,2020
Quivver,Pearson Sound,Electronic / Dance,Multiple Elements,2013
Legalize (Quiet Storm Remix),Bagga Worries,Electronic / Dance,Multiple Elements,1995
Legalize (Quiet Storm Remix),Jooxie Nice,Electronic / Dance,Multiple Elements,1995
Cheap N Nasty,Beta 2,Electronic / Dance,Drums,2003
Cheap N Nasty,Zero Tolerance,Electronic / Dance,Drums,2003
Cheap N Nasty,Calibre,Electronic / Dance,Drums,2003
Danse,Suprême NTM,Hip-Hop / Rap / R&B,Drums,1991
Kaos,Dr. Baker,Electronic / Dance,Vocals / Lyrics,1990
I Just Can't (TJR Remix),Crookers,Electronic / Dance,Drums,2015
I Just Can't (TJR Remix),Jeremih,Electronic / Dance,Drums,2015
It's Da Fad,J.J. Fad,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Deep Dicking,Venetian Snares,Electronic / Dance,Vocals / Lyrics,2009
Foreplay,Kid 'N Play,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
Think,Dylan,Electronic / Dance,Multiple Elements,2001
He Got So Much Soul (He Don't Need No Music),Main Source,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
Everybody Get Down,Deepstate II,Electronic / Dance,Drums,1990
The Real Beat,Ultimatum,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Dream World,Giovanna,Electronic / Dance,Vocals / Lyrics,2017
Difacil Rap,Bravo & Dj's,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Hier Kommt Die Maus,Stefan Raab,Hip-Hop / Rap / R&B,Drums,1995
Tetris,Doctor Spin,Electronic / Dance,Drums,1992
Carpet Muncher,μ-Ziq,Electronic / Dance,Drums,1999
Never Wanna Lose You,Doc Daneeka,Electronic / Dance,Drums,2016
Ne Plus Penser a Toi,Mounika.,Easy Listening,Multiple Elements,2015
I'm Tweeked / Attack of the 20lb Pizza,Vinnie Colaiuta,Rock / Pop,Vocals / Lyrics,1994
Breathing,Chase & Status,Electronic / Dance,Multiple Elements,2013
Breathing,Bo Saris,Electronic / Dance,Multiple Elements,2013
From Da Giddy Up,Three Times Dope,Hip-Hop / Rap / R&B,Vocals / Lyrics,1988
St. Hippolyte,Rhode & Brown,Electronic / Dance,Multiple Elements,2016
Sweetness (LTJ Bukem Remix),Michelle Gayle,Electronic / Dance,Drums,1994
Addicted to Bass (Smoove Mix),M.C. Krash,Electronic / Dance,Drums,1989
Addicted to Bass (Smoove Mix),"Mike ""Hitman"" Wilson",Electronic / Dance,Drums,1989
Speedy Snail (Aka Slow Rocket),Bandetto,Electronic / Dance,Multiple Elements,2013
Press Start,DJ Playstation,Electronic / Dance,Multiple Elements,2016
Advance Money,Mutt,Electronic / Dance,Drums,2007
Back on My Tip,The Boogie-Bo Gee,Hip-Hop / Rap / R&B,Multiple Elements,1989
No Fear,The Ganja Kru,Electronic / Dance,Drums,1997
Girls Nite Out (T.C. Remix Edit),Tyler Collins,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
The Heat,David Penn,Electronic / Dance,Drums,2020
Ma Bae Be Luv,Coco Bryce,Electronic / Dance,Drums,2020
"Help Me (A Quest 4 Peace 12"")",Sly T & Ollie J,Electronic / Dance,Drums,1992
"Help Me (A Quest 4 Peace 12"")",Jody (Hardcore Singer),Electronic / Dance,Drums,1992
Pré-Definições,Da Weasel,Hip-Hop / Rap / R&B,Vocals / Lyrics,2004
5th Ward,Willie D,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
I'm Back,Super Lover Cee & Casanova Rud,Hip-Hop / Rap / R&B,Multiple Elements,1988
Heartbreaks,Terror Jr,Rock / Pop,Drums,2016
Balcony,Rome Fortune,Hip-Hop / Rap / R&B,Vocals / Lyrics,2013
Acid 2000,Luke Vibert,Electronic / Dance,Drums,2002
"Fuck Mixing, Let's Dance",Zomby,Electronic / Dance,Drums,2008
Heath Town,Bibio,Electronic / Dance,Drums,2016
Daylight,Roni Size,Electronic / Dance,Drums,1995
This House,Tracie Spencer,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Give Me Your Love,Part-E,Electronic / Dance,Vocals / Lyrics,1992
I Really Love You,Keith Sweat,Hip-Hop / Rap / R&B,Multiple Elements,1991
Optech,Icicle,Electronic / Dance,Drums,2018
Keep On,Mella Dee,Electronic / Dance,Drums,2015
Raise Ya Hands Up (Uh Oh),DJ BoozyWoozy,Electronic / Dance,Drums,2003
Do You Speak Martien ?,DJ Daddy K,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
But I Wanna See It All With You!,Omori,Soundtrack / Library,Drums,2020
See Sea,HyoLyn,Rock / Pop,Vocals / Lyrics,2018
"The Place, 1997",Yoshie Arakawa,Soundtrack / Library,Drums,1996
Bad Influence,Poison Clan,Hip-Hop / Rap / R&B,Drums,1990
Heart's a Mess (Electro-Baltimore Club Mix),Gotye,Electronic / Dance,Drums,2007
Massif (Stay Strong),Squarepusher,Electronic / Dance,Drums,1997
One's N Two's,DJ Swagger,Electronic / Dance,Multiple Elements,2017
Sweet Vibrations,DMS,Electronic / Dance,Drums,1994
Sweet Vibrations,The Boneman X,Electronic / Dance,Drums,1994
Young Star Cluster,Lone,Electronic / Dance,Drums,2019
Simple 'Tings,Shy FX,Electronic / Dance,Drums,1995
Wretched,Paris,Hip-Hop / Rap / R&B,Drums,1989
Caught in the Middle (Love & Life),DJ Jazzy Jeff & the Fresh Prince,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
Get Into It,Tony Scott,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
Spectre,Aquasky,Electronic / Dance,Vocals / Lyrics,2001
Stay Out All Night,Radio Slave,Electronic / Dance,Drums,2020
Radio,Diljit Dosanjh,World / Latin,Vocals / Lyrics,2012
Radio,Tru-Skool,World / Latin,Vocals / Lyrics,2012
Inhuman Nature (人間失格 Pt.II),四街道ネイチャー,Hip-Hop / Rap / R&B,Vocals / Lyrics,1998
Down to Earth,Insomnia,Electronic / Dance,Multiple Elements,1992
Funk a Size,Dee Nasty,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Tracks 2-25,Norman Cook,Other,Multiple Elements,1992
1949,Honey & Badger,Electronic / Dance,Vocals / Lyrics,2023
1949,OOTORO,Electronic / Dance,Vocals / Lyrics,2023
Soundboy Killer,Special Request,Electronic / Dance,Drums,2013
Kickin' in the Beat,Pamela Fernandez,Electronic / Dance,Drums,1992
Freewill (Phase β),Machine Girl,Electronic / Dance,Drums,2014
I Get Wrecked,Tim Dog,Hip-Hop / Rap / R&B,Vocals / Lyrics,1993
I Get Wrecked,KRS-One,Hip-Hop / Rap / R&B,Vocals / Lyrics,1993
Unforgettable (Promnite & Juelz Remix),French Montana,Electronic / Dance,Multiple Elements,2017
Unforgettable (Promnite & Juelz Remix),Swae Lee,Electronic / Dance,Multiple Elements,2017
Hyperactive,Phase N' Rhythm,Hip-Hop / Rap / R&B,Drums,1988
Drop the Bass,DJ Seduction,Electronic / Dance,Drums,1994
Everybody to the Limit,Strong Bad,Other,Vocals / Lyrics,2002
Helter Skelter,Tessela,Electronic / Dance,Drums,2013
Drop That Bass,Lucky Charmes,Electronic / Dance,Drums,2015
Purpan,Halogenix,Electronic / Dance,Multiple Elements,2019
Purpan,Lordel,Electronic / Dance,Multiple Elements,2019
Smack and Snack,Pogo,Electronic / Dance,Multiple Elements,2016
Marijuana,Kambo Don,Electronic / Dance,Drums,2010
Butt Botty Naked,AMG,Hip-Hop / Rap / R&B,Vocals / Lyrics,1995
Dance to the Beat,Masterboy,Electronic / Dance,Vocals / Lyrics,1990
My Part of Town (Remix),Tuff Crew,Hip-Hop / Rap / R&B,Hook / Riff,1988
Jesus Is Just Alright,DC Talk,Gospel,Vocals / Lyrics,1992
Seek and Destroy,Ghetto Boys,Hip-Hop / Rap / R&B,Multiple Elements,1989
Roll the Drums,High Octane,Electronic / Dance,Vocals / Lyrics,1993
Wolfpack,TĀLĀ,Electronic / Dance,Drums,2015
Wolfpack,Banks,Electronic / Dance,Drums,2015
Emotional (Draper Remix),Flux Pavilion,Electronic / Dance,Multiple Elements,2016
Emotional (Draper Remix),Matthew Koma,Electronic / Dance,Multiple Elements,2016
Turiya (Tessela Remix),DjRum,Electronic / Dance,Drums,2012
Traveling at the Speed of Thought (Hip-House Club Mix),Ultramagnetic MC's,Hip-Hop / Rap / R&B,Multiple Elements,1989
Rock This World,Drivin' Force,Electronic / Dance,Vocals / Lyrics,1988
Let's Go (Tyree's Gone Mix),Fast Eddie,Electronic / Dance,Multiple Elements,1988
$5 Steak,Bliss N Eso,Hip-Hop / Rap / R&B,Drums,2008
Nobody Else,Sharda,Electronic / Dance,Drums,2018
Nobody Else,Gemma Dunleavy,Electronic / Dance,Drums,2018
Codein Takin' Hell,DJ Yung Vamp,Hip-Hop / Rap / R&B,Vocals / Lyrics,2017
What Is a DJ?,S3RL,Electronic / Dance,Multiple Elements,2018
What Is a DJ?,Jimni Cricket,Electronic / Dance,Multiple Elements,2018
The BOYS (Theme Song),Tokyo Machine,Electronic / Dance,Vocals / Lyrics,2021
Words of a Freestyle,MC Shan,Hip-Hop / Rap / R&B,Drums,1988
So Damn Tough,Rhythm Mode:D,Electronic / Dance,Vocals / Lyrics,1988
Ghetto Body Buddy,Venetian Snares,Electronic / Dance,Drums,2003
PLAY THAT,PKCZ,Hip-Hop / Rap / R&B,Multiple Elements,2017
PLAY THAT,Hiroomi Tosaka,Hip-Hop / Rap / R&B,Multiple Elements,2017
PLAY THAT,Crystal Kay,Hip-Hop / Rap / R&B,Multiple Elements,2017
PLAY THAT,Crazyboy,Hip-Hop / Rap / R&B,Multiple Elements,2017
Let Me See You,Octo Octa,Electronic / Dance,Multiple Elements,2011
Foehn,June Chikuma,Soundtrack / Library,Drums,1998
Billy Bathgate,Godfather Don,Hip-Hop / Rap / R&B,Vocals / Lyrics,2009
Definition of a Track (Definition of a Rap),Precious,Hip-Hop / Rap / R&B,Drums,1989
Pay Me,Veronica Vega,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Hardcore Hip House (Double Trouble Mix),Tyree,Electronic / Dance,Multiple Elements,1989
Can't Say No (Lenzman Remix),BCee,Electronic / Dance,Drums,2008
Can't Say No (Lenzman Remix),Lomax,Electronic / Dance,Drums,2008
Dance (The Mega-Diss),MC Player,Hip-Hop / Rap / R&B,Drums,1988
Moving With You,Netsky,Electronic / Dance,Multiple Elements,2010
Moving With You,Jenna G,Electronic / Dance,Multiple Elements,2010
Burn the Witch,LSDXOXO,Electronic / Dance,Drums,2018
Never Be Your Woman (Shy FX Radio Edit),Wiley,Electronic / Dance,Multiple Elements,2010
Never Be Your Woman (Shy FX Radio Edit),Emeli Sandé,Electronic / Dance,Multiple Elements,2010
Do You Love What You Feel (Wilson's Hit House Mix),Inner City,Electronic / Dance,Multiple Elements,1989
U Are My Fantasy (Street Fighter II Theme Remix),Zomby,Electronic / Dance,Drums,2008
She's Bad,MC Malika Love,Hip-Hop / Rap / R&B,Multiple Elements,1988
Retreat2018,Chase & Status,Electronic / Dance,Drums,2018
Retreat2018,Cutty Ranks,Electronic / Dance,Drums,2018
Need You,DJ Ink,Electronic / Dance,Drums,2001
Need You,Dylan,Electronic / Dance,Drums,2001
Fused Into Music,Luke Vibert,Electronic / Dance,Drums,1997
Naturally,Top Billin',Hip-Hop / Rap / R&B,Drums,1988
Rice Rain (DJ Rell Remix),DJ Rell,Electronic / Dance,Drums,2014
We Could Be Together (House Mix),Debbie Gibson,Rock / Pop,Drums,1989
Aridia - Saving Skidd McMarx,David Bergeaud,Soundtrack / Library,Drums,2002
Work It Out (Extended Remix),"Steve ""Silk"" Hurley",Electronic / Dance,Drums,1989
Work It Out (Extended Remix),M. Doc,Electronic / Dance,Drums,1989
La Tension Monte,IAM,Hip-Hop / Rap / R&B,Multiple Elements,1991
Don't Hold Back!,The Blapps Posse,Electronic / Dance,Multiple Elements,1990
Italian Spiderman,Napt,Electronic / Dance,Vocals / Lyrics,2012
Italian Spiderman,Fire Flowerz,Electronic / Dance,Vocals / Lyrics,2012
F the Disco,Cavi,Soul / Funk / Disco,Multiple Elements,2020
Never Before,Fox Stevenson,Electronic / Dance,Drums,2018
En I Mana Mou Pou Ftaiei,Kostas Violaris,Rock / Pop,Multiple Elements,1991
Corrosive,Millie,Electronic / Dance,Drums,2014
Corrosive,Andrea,Electronic / Dance,Drums,2014
Gotta Have House,Shinichiro Yokota,Electronic / Dance,Multiple Elements,2016
Heat It Up,Wee Papa Girl Rappers,Electronic / Dance,Vocals / Lyrics,1988
Finest Illusion,Foul Play,Electronic / Dance,Drums,1993
Shake It Up,The Jamaica Boys,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Pallas Athena,David Bowie,Rock / Pop,Hook / Riff,1993
Take Me Back to Your House (Balti Skool Mix),Basement Jaxx,Electronic / Dance,Drums,2006
Sorry I Make You Lush,Wagon Christ,Electronic / Dance,Drums,2004
Love & Hapiness,Marcus Intalex,Electronic / Dance,Drums,2001
Love & Hapiness,ST Files,Electronic / Dance,Drums,2001
"In the Closet (Ki's 12"")",Michael Jackson,Hip-Hop / Rap / R&B,Drums,1991
Suona Ancora,Neffa,Hip-Hop / Rap / R&B,Vocals / Lyrics,1998
Suona Ancora,Elise,Hip-Hop / Rap / R&B,Vocals / Lyrics,1998
Suona Ancora,DJ Double S,Hip-Hop / Rap / R&B,Vocals / Lyrics,1998
Suona Ancora,DJ Stile,Hip-Hop / Rap / R&B,Vocals / Lyrics,1998
We Gonna Use What We Got,Kolombo,Electronic / Dance,Vocals / Lyrics,2011
We Gonna Use What We Got,Loulou Players,Electronic / Dance,Vocals / Lyrics,2011
Deadly Deep Subs,Dillinja,Electronic / Dance,Drums,1994
Walking Blues,LSB,Electronic / Dance,Drums,2015
HouseParty 1 (Vhs Bootleg Version),Ras G,Hip-Hop / Rap / R&B,Multiple Elements,2013
Natural Suction,Wagon Christ,Electronic / Dance,Multiple Elements,2001
Rock U Tonight (CRNKN Remix),Wave Racer,Electronic / Dance,Vocals / Lyrics,2013
War,Junkie XL,Electronic / Dance,Multiple Elements,1997
Flipside,Juvenile Committee,Hip-Hop / Rap / R&B,Multiple Elements,1991
Knock-N-Boots,Wreckx-N-Effect,Hip-Hop / Rap / R&B,Vocals / Lyrics,1992
A L'Ancienne,Intouchable,Hip-Hop / Rap / R&B,Vocals / Lyrics,2000
A L'Ancienne,Boss One,Hip-Hop / Rap / R&B,Vocals / Lyrics,2000
A L'Ancienne,Flev,Hip-Hop / Rap / R&B,Vocals / Lyrics,2000
A L'Ancienne,Rohff,Hip-Hop / Rap / R&B,Vocals / Lyrics,2000
Rapid Fire,Amaarae,Other,Vocals / Lyrics,2018
Rapid Fire,Cruel Santino,Other,Vocals / Lyrics,2018
Rapid Fire,Shane Eagle,Other,Vocals / Lyrics,2018
Rapid Fire,Tomi Agape,Other,Vocals / Lyrics,2018
Love Is You (Stunned Guys Hardcore Mix),Happymen,Electronic / Dance,Drums,1996
No More,Roni Size,Electronic / Dance,Drums,2004
No More,Dynamite MC,Electronic / Dance,Drums,2004
No More,Beverley Knight,Electronic / Dance,Drums,2004
Food for Thought,Eveson,Electronic / Dance,Drums,2009
I Don't Wanna Go Home (Lenno Remix),Oliver Heldens,Electronic / Dance,Vocals / Lyrics,2016
Elektric Dance (Hitman's House Mix),Jungle Crew,Electronic / Dance,Drums,1989
Acid Thunder,Fast Eddie,Electronic / Dance,Vocals / Lyrics,1988
Rare Plastic,PLO Man,Electronic / Dance,Multiple Elements,2015
Get Busy,Mr. Lee (Chicago House),Electronic / Dance,Vocals / Lyrics,1989
Road Block,Biz Markie,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
I Feel You (Helmet at the Helm Mix),Depeche Mode,Electronic / Dance,Drums,1993
Shake My Ass,Top Billin,Electronic / Dance,Drums,2007
Get Up,RetroVision,Electronic / Dance,Multiple Elements,2018
On the House Tip,Marky Mark and the Funky Bunch,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
I Get Down,Shad,Hip-Hop / Rap / R&B,Drums,2006
CHACHAしようや,DJ NHK Guy,Electronic / Dance,Vocals / Lyrics,2017
Go Away,Katy B,Electronic / Dance,Drums,2011
Rave Generator,Toxic Two,Electronic / Dance,Drums,1991
Pirates,Ron Tom,Electronic / Dance,Drums,1995
Drive (First Mix),Dj Central,Electronic / Dance,Drums,2017
Drive (First Mix),Erika Casier,Electronic / Dance,Drums,2017
Trilogy of Terror,Kool G Rap & DJ Polo,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
We Don't Play,Freshco & Miz,Hip-Hop / Rap / R&B,Drums,1990
Venus,Don Pablo's Animals,Electronic / Dance,Vocals / Lyrics,1988
Generate Power (Wild Pitch Mix),Photon Inc.,Electronic / Dance,Drums,1991
Generate Power (Wild Pitch Mix),Paula Brion,Electronic / Dance,Drums,1991
Burnin Love,Critical Mass,Electronic / Dance,Drums,1995
Shake the House,Misa,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Let Me Tell You Somethin',House 2 House,Electronic / Dance,Vocals / Lyrics,1992
Soul Promenade,Omni Trio,Electronic / Dance,Drums,1994
Drop That,Me & My Toothbrush,Electronic / Dance,Vocals / Lyrics,2016
Pinebee,Daisuke Tanabe,Electronic / Dance,Drums,2014
Luv to Luv Ya,The Skeleton Krew,Electronic / Dance,Drums,1992
A Made Up Sound,Source Direct,Electronic / Dance,Drums,1995
Firin Line,Danny Breaks,Electronic / Dance,Drums,1994
Triple-Double No Assists,Sporting Life,Electronic / Dance,Multiple Elements,2015
Hours (SPL Remix),Son of Kick,Electronic / Dance,Multiple Elements,2014
Hours (SPL Remix),Lady Leshurr,Electronic / Dance,Multiple Elements,2014
Hours (SPL Remix),Paigey Cakey,Electronic / Dance,Multiple Elements,2014
XR2,M.I.A.,Electronic / Dance,Vocals / Lyrics,2007
Boxoff,Machinedrum,Electronic / Dance,Drums,2014
I Just Wanna,Kotton the Cutie,Electronic / Dance,Multiple Elements,2001
Thunderbirds Are Go!,F.A.B.,Electronic / Dance,Multiple Elements,1990
Thunderbirds Are Go!,MC Parker,Electronic / Dance,Multiple Elements,1990
I Need You,Milo Mills,Electronic / Dance,Vocals / Lyrics,2014
Talking Sense,Stezo,Hip-Hop / Rap / R&B,Multiple Elements,1989
All I Wanna Do...,Full Force,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
All I Wanna Do...,Samantha Fox,Hip-Hop / Rap / R&B,Vocals / Lyrics,1989
No Omega,Eric B. & Rakim,Hip-Hop / Rap / R&B,Vocals / Lyrics,1990
Last Night,Pick-4,Electronic / Dance,Vocals / Lyrics,1990
Intro,Hagane Shizuka,Soundtrack / Library,Drums,1990
Alma Gémea,Sam the Kid,Hip-Hop / Rap / R&B,Vocals / Lyrics,2002
R&D-iv,Rabit,Electronic / Dance,Multiple Elements,2016
R&D-iv,Dedekind Cut,Electronic / Dance,Multiple Elements,2016
CrazyFunkyStyle,The PartySquad,Electronic / Dance,Drums,2007
Attitude,Leikeli47,Hip-Hop / Rap / R&B,Multiple Elements,2018
Krump Make America Dance Again,DJ Yung Vamp,Hip-Hop / Rap / R&B,Vocals / Lyrics,2019
Zombie,Soudiere,Hip-Hop / Rap / R&B,Vocals / Lyrics,2019
Senorita,Trippy Turtle,Electronic / Dance,Drums,2014
Rat River,LemKuuja,Electronic / Dance,Multiple Elements,2018
Rinse Out,Ganja Max,Electronic / Dance,Multiple Elements,1995
Rinse Out,DJ Daddy,Electronic / Dance,Multiple Elements,1995
Rinse Out,MC Fats,Electronic / Dance,Multiple Elements,1995
Tears in the Rain,Zomby,Electronic / Dance,Drums,2008
Mind Right,Boogz Boogetz,Hip-Hop / Rap / R&B,Vocals / Lyrics,2012
Mind Right,Chinx Drugz,Hip-Hop / Rap / R&B,Vocals / Lyrics,2012
Zoolookologie (Transform Mix),Jean-Michel Jarre,Electronic / Dance,Drums,1991
Surgery,Doc Scott,Electronic / Dance,Drums,1991
On and On,Girl Talk,Electronic / Dance,Vocals / Lyrics,2010
M.I.L.F. $,Fergie,Rock / Pop,Multiple Elements,2016
Twist 'Em Out (Keaton Remix),Dillinja,Electronic / Dance,Drums,2003
I'm Untouchable,Unique (Rapper),Hip-Hop / Rap / R&B,Drums,1989
Love Divine,Sub Focus,Electronic / Dance,Drums,2016
Teddy's Jam (Extended Version),Guy,Rock / Pop,Multiple Elements,1988
We've Got the Juice,Derek B,Hip-Hop / Rap / R&B,Multiple Elements,1988
NRG,Chase & Status,Electronic / Dance,Drums,2016
NRG,Novelist,Electronic / Dance,Drums,2016
Clear,Panteros666,Electronic / Dance,Vocals / Lyrics,2015
Clear,Woodkid,Electronic / Dance,Vocals / Lyrics,2015
That's How I'm Living,Tony Scott,Electronic / Dance,Drums,1989
Rest Assured,Eric B. & Rakim,Hip-Hop / Rap / R&B,Vocals / Lyrics,1992
The 900 Number (Ced Gee Remix 1),The 45 King,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
The 900 Number (Ced Gee Remix 1),Lakim Shabazz,Hip-Hop / Rap / R&B,Vocals / Lyrics,1991
Pull Up,The PartySquad,Electronic / Dance,Drums,2010
Let's Go,Samy Deluxe,Hip-Hop / Rap / R&B,Vocals / Lyrics,2005
So Deep,Kiesza,Soul / Funk / Disco,Drums,2014
Straight Through,Mello-Mar,Hip-Hop / Rap / R&B,Multiple Elements,1989
Straight Through,J-Cutt,Hip-Hop / Rap / R&B,Multiple Elements,1989
Sphäre,RAF Camora,Hip-Hop / Rap / R&B,Vocals / Lyrics,2015
Bells of N.Y. (Xen Mantra's Beefy Bell's Mix),Slo Moshun,Electronic / Dance,Vocals / Lyrics,1994
Dopemix Vol. 1,DJ Prince Ice,Hip-Hop / Rap / R&B,Drums,1988
Fused of Course,DJ Shadow,Soul / Funk / Disco,Vocals / Lyrics,2008
Fused of Course,Cut Chemist,Soul / Funk / Disco,Vocals / Lyrics,2008
Walking Wounded,Everything but the Girl,Electronic / Dance,Drums,1996
Flexin',Heavy D & the Boyz,Hip-Hop / Rap / R&B,Multiple Elements,1989
Do It,Danny Breaks,Electronic / Dance,Drums,1994
We Have Explosive (Mantronik Plastic Formula #1),The Future Sound of London,Electronic / Dance,Drums,1997
Lifted,Naughty Boy,Rock / Pop,Drums,2013
Lifted,Emeli Sandé,Rock / Pop,Drums,2013
Jah Warriors,Congo Natty,Electronic / Dance,Drums,2013
Jah Warriors,YT,Electronic / Dance,Drums,2013
Jah Warriors,Nanci Correira,Electronic / Dance,Drums,2013
$85 Bucks an Hour,Twiztid,Hip-Hop / Rap / R&B,Vocals / Lyrics,1998
$85 Bucks an Hour,Insane Clown Posse,Hip-Hop / Rap / R&B,Vocals / Lyrics,1998
I Gave My Love (Shan & Gerd Janson Edit),Move D,Electronic / Dance,Drums,2016
Float,Zomby,Electronic / Dance,Drums,2008
Cassandra,Frankie Paul,Reggae / Dub,Vocals / Lyrics,1992
Bloodshed Hua Hoo,Crustified Dibbs,Hip-Hop / Rap / R&B,Vocals / Lyrics,1994
Voices,Vangelis,Electronic / Dance,Drums,1995
Voltaic Acid,Lapalux,Electronic / Dance,Drums,2019
