Full Title,Artist,Genre,Instrument,Year
Nineteen,Fangs,Electronic / Dance,Drums,by Fangs (2022)
F,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Goodbye,μ-Ziq,Electronic / Dance,Drums,by μ-Ziq (2022)
Pave,Britt Nicole,Rock / Pop,Vocals / Lyrics,by Britt Nicole (2016)
Affairs,Lavery,Electronic / Dance,Drums,by Lavery (2016)
Klanger,Persons Unknown,Electronic / Dance,Drums,by Persons Unknown (2020)
Downcast Gaze,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Suicide by Cop,Lolicoin,Electronic / Dance,Drums,by Lolicoin (2018)
Sweetest Dreams,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2021)
My Only Friend; Fluttering Insect,Small Mistake,Electronic / Dance,Drums,by Small Mistake (2022)
Playing Games,M27 Hardcore Junglist,Electronic / Dance,Drums,by M27 Hardcore Junglist (2017)
Back Tha Funk,Riffz,Electronic / Dance,Drums,by Riffz (2019)
Je T'Aime (Switch Remix),Armand Van Helden,Electronic / Dance,Drums,by Armand Van Helden (2007)
Get With This,Happy Raver,Electronic / Dance,Drums,by Happy Raver (1996)
Make My Body Move,Happy Raver,Electronic / Dance,Multiple Elements,by Happy Raver (1996)
Da Serpent Riddim,Smiley Maxx,Electronic / Dance,Drums,by Smiley Maxx (2014)
Waterworks!,Detox & the Mighty Atom,Electronic / Dance,Drums,by Detox & the Mighty Atom (1994)
Heavyweight Slice,Conrad Subs,Electronic / Dance,Drums,by Conrad Subs (2020)
Quiet,Dub-Liner,Electronic / Dance,Drums,by Dub-Liner (2017)
Control Yourself,Amazon II,Electronic / Dance,Drums,by Amazon II (1994)
Moshit Attack,Bandlez,Electronic / Dance,Multiple Elements,by Bandlez (2021)
Protection (DJ Narcs Remix),DannyLO,Electronic / Dance,Drums,by DannyLO (2012)
Better Breaks,Amen Andrews,Electronic / Dance,Drums,by Amen Andrews (2020)
Ready Again,Amen Andrews,Electronic / Dance,Drums,by Amen Andrews (2020)
Step Off,Storm Crew,Electronic / Dance,Multiple Elements,by Storm Crew (1997)
Pressurous,Majistrate,Electronic / Dance,Drums,by Majistrate (1994)
On a High (Vol.1),DJ Morph,Electronic / Dance,Drums,by DJ Morph (1995)
Effervescence,Parallax,Electronic / Dance,Multiple Elements,by Parallax (1997)
Real Love,Ricky Force,Electronic / Dance,Drums,by Ricky Force (2016)
Angel Wings (Tears Only),･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Cats in the Dance,Tommy the Cat,Electronic / Dance,Drums,by Tommy the Cat (2019)
Nebulous (LMajor Remix),Skin Teeth,Electronic / Dance,Drums,by Skin Teeth (2020)
Mad Dem,Feyder,Electronic / Dance,Drums,by Feyder (2012)
Summer Breeze,Tek 9,Electronic / Dance,Drums,by Tek 9 (1994)
Crying on My Face,DJ Sailor Moon,Electronic / Dance,Multiple Elements,by DJ Sailor Moon (2013)
Drive By,Mindscape,Electronic / Dance,Drums,by Mindscape (2011)
Mellow Yellow,Blade (Drum & Bass),Electronic / Dance,Drums,by Blade (Drum & Bass) (2020)
Concussion,Thugwidow,Electronic / Dance,Drums,by Thugwidow (2020)
One of Many,Default (Jungle),Electronic / Dance,Drums,by Default (Jungle) and Tropmanga (2015)
One of Many,Tropmanga,Electronic / Dance,Drums,by Default (Jungle) and Tropmanga (2015)
Flyin' (Default RMX),DJ K (Jungle),Electronic / Dance,Drums,by DJ K (Jungle) (2015)
Interference,Fearful,Electronic / Dance,Drums,by Fearful (2018)
Ten Stomp,DannyLO,Electronic / Dance,Drums,by DannyLO (2013)
Boom,Skanx,Electronic / Dance,Drums,by Skanx (2013)
You Can't Hide Your Breaks,My Kill Jack's On,Electronic / Dance,Multiple Elements,by My Kill Jack's On (2003)
All My Love,BMotion,Electronic / Dance,Multiple Elements,by BMotion (2014)
Thanks for Coming,Wardown,Electronic / Dance,Drums,by Wardown (2020)
Dub Dread,Mad Professor,Reggae / Dub,Multiple Elements,"by Mad Professor and Lee ""Scratch"" Perry (2000)"
Dub Dread,"Lee ""Scratch"" Perry",Reggae / Dub,Multiple Elements,"by Mad Professor and Lee ""Scratch"" Perry (2000)"
Who Is This,Junglistic,Electronic / Dance,Drums,by Junglistic (2013)
Hand in the Fire,Hooverian Blur,Electronic / Dance,Drums,by Hooverian Blur (2019)
We Are Not,DJ Future,Electronic / Dance,Drums,by DJ Future (2017)
Hard to Say,Max McFerren,Electronic / Dance,Multiple Elements,by Max McFerren (2015)
Murda Style,Kid Lib,Electronic / Dance,Drums,by Kid Lib (2011)
Shimazu Clan,Acid Lab,Electronic / Dance,Drums,by Acid Lab (2019)
Now That's What I Call Breakcore! Vol. II,Ecchi-Chan,Electronic / Dance,Drums,by Ecchi-Chan (2012)
Harmonies,Lavery,Electronic / Dance,Drums,by Lavery (2020)
Lose Control,Lavery,Electronic / Dance,Drums,by Lavery (2017)
Throw Ya Hands,DJ Glenn B,Electronic / Dance,Vocals / Lyrics,by DJ Glenn B feat. MC Tomster (2003)
Throw Ya Hands,MC Tomster,Electronic / Dance,Vocals / Lyrics,by DJ Glenn B feat. MC Tomster (2003)
Deep Into the Jungle,Coco Bryce,Electronic / Dance,Drums,by Coco Bryce (2020)
Activate,Nino Brown (Drum and Bass),Electronic / Dance,Drums,by Nino Brown (Drum and Bass) (1996)
The Phone Never Rings for Good News,Thugwidow,Electronic / Dance,Drums,by Thugwidow (2019)
Anything,FFF (2),Electronic / Dance,Drums,by FFF (2) and Dub-Liner (2019)
Anything,Dub-Liner,Electronic / Dance,Drums,by FFF (2) and Dub-Liner (2019)
Rubber Track,Coco Bryce,Electronic / Dance,Drums,by Coco Bryce (2016)
Jammed the Radar,Tekscape,Electronic / Dance,Multiple Elements,by Tekscape (2022)
Eddy,Eliphino,Electronic / Dance,Drums,by Eliphino (2020)
I Want to Die,DJ Sailor Moon,Electronic / Dance,Drums,by DJ Sailor Moon (2013)
Hoje é O Dia + Feliz Da Minha Vida,Expensive Soul,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Expensive Soul (2010)
Drug People,16AJ,Electronic / Dance,Drums,by 16AJ (2015)
Starving Myself for My Cardboard Cutout Anime Girl (･ﾟ✧​(​=​✪ ᆺ ✪​=​) - ･ﾟ✧ Rmx),･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Work This Pussy,Steve Twain,Electronic / Dance,Multiple Elements,by Steve Twain (2005)
1 Million & 1 (Intro to Struggle),Sean Brown,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Sean Brown (2010)
Mystic Dub,The Last Ronin,Electronic / Dance,Drums,by The Last Ronin (2021)
Sky,Dillinja,Electronic / Dance,Drums,by Dillinja (1995)
I'll Put Up,&She Gets It,Electronic / Dance,Drums,by &She Gets It (2020)
Watch 'N Me,I.S.P.,Hip-Hop / Rap / R&B,Multiple Elements,by I.S.P. (1992)
Planet Urf,Smiley Maxx,Electronic / Dance,Multiple Elements,by Smiley Maxx (2013)
Sensual Data,The Flashbulb,Electronic / Dance,Multiple Elements,by The Flashbulb (2004)
Stumps,DJ Smurf (Gabber Producer),Electronic / Dance,Multiple Elements,by DJ Smurf (Gabber Producer) (2012)
Have a Think,OverworX,Electronic / Dance,Drums,by OverworX (2020)
Gone,Harry Craze,Electronic / Dance,Multiple Elements,by Harry Craze (2010)
Throwing Shades,Dead Man's Chest,Electronic / Dance,Multiple Elements,by Dead Man's Chest (2017)
Education,Private Productions,Electronic / Dance,Drums,by Private Productions (2008)
What's My Name,Richard Grey,Electronic / Dance,Multiple Elements,by Richard Grey (2018)
Draw Step,Verb,Electronic / Dance,Drums,by Verb and Bigga D (2011)
Draw Step,Bigga D,Electronic / Dance,Drums,by Verb and Bigga D (2011)
Searchin,Specialist X,Electronic / Dance,Multiple Elements,by Specialist X (2016)
Dub Foundation,Hyperon,Electronic / Dance,Drums,by Hyperon (2020)
The Blue Hour,Nolige,Electronic / Dance,Drums,by Nolige (2020)
Take Your Time,Madcap,Electronic / Dance,Drums,by Madcap (2019)
RAW,Dub-Liner,Electronic / Dance,Drums,by Dub-Liner (2020)
Mirror Image,Technimatic,Electronic / Dance,Vocals / Lyrics,by Technimatic (2013)
Turquoise Hyperfizz,μ-Ziq,Electronic / Dance,Drums,by μ-Ziq (2022)
Alchemy,Fission,Electronic / Dance,Vocals / Lyrics,by Fission (2011)
The Sacrifice,Lavery,Electronic / Dance,Drums,by Lavery (2019)
A Cluster of Angry Repeating Thoughts,Thugwidow,Electronic / Dance,Drums,by Thugwidow (2019)
Loveless,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Hitting Every Rock on the Way Down to Hell,Sam Fauchon,Electronic / Dance,Drums,by Sam Fauchon (2022)
The Return of Shaft,1.8.7,Electronic / Dance,Drums,by 1.8.7 (1998)
Dr Hesslein,Persian,Electronic / Dance,Drums,by Persian (2018)
Final Chapta (Rollers Mix),DJ Trace,Electronic / Dance,Drums,by DJ Trace (1995)
Gun Talk,T-Cuts,Electronic / Dance,Drums,by T-Cuts feat. General T.K. (2020)
Gun Talk,General T.K.,Electronic / Dance,Drums,by T-Cuts feat. General T.K. (2020)
Saturday Night (Oddball Mix),M27 Hardcore Junglist,Electronic / Dance,Drums,by M27 Hardcore Junglist (2020)
Big L,Amen Andrews,Electronic / Dance,Drums,by Amen Andrews (2020)
Bad Boy Acid,Amen Andrews,Electronic / Dance,Drums,by Amen Andrews (2020)
Avlon,DJ Jubilee 1997,Electronic / Dance,Drums,by DJ Jubilee 1997 (2020)
Hell Down Here,Keith Masters,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Keith Masters (2007)
Lord Chamberlain,Creep Woland,Electronic / Dance,Drums,by Creep Woland (2020)
Chemicals,Da' Demolition,Electronic / Dance,Drums,by Da' Demolition (1996)
Motif,Overlook,Electronic / Dance,Drums,by Overlook (2016)
Misty,Overlook,Electronic / Dance,Drums,by Overlook (2016)
Laniakea,Briain,Electronic / Dance,Drums,by Briain (2019)
I RECOMMEND MOVING BEHIND MY BARRIER,4lung,Electronic / Dance,Drums,by 4lung (2017)
Fallen (Echo Inada Bootleg),Echo Inada,Electronic / Dance,Multiple Elements,by Echo Inada (2013)
Running So Hard,Sophia,Electronic / Dance,Multiple Elements,by Sophia (1992)
We Could Have Had Brunch (Goldefish's Breaks for Brunch Remix),Dare Balogun,Electronic / Dance,Drums,by Dare Balogun (2019)
Moonlight,Goldefish,Electronic / Dance,Drums,by Goldefish (2019)
Junglist Gal,Kid Lib,Electronic / Dance,Drums,by Kid Lib (2013)
Top Buzz,Beat Rapist,Electronic / Dance,Drums,by Beat Rapist (2013)
Bang (Cosby Remix),Vjuan Allure,Electronic / Dance,Drums,by Vjuan Allure (2015)
Unregistered Hypercam 2,Farquaad,Electronic / Dance,Drums,by Farquaad (2019)
Irie Feelings,2Brainz,Electronic / Dance,Drums,by 2Brainz (2014)
Visions '96,Suburban Architecture,Electronic / Dance,Drums,by Suburban Architecture (2019)
Unclean,Ricky Force,Electronic / Dance,Drums,by Ricky Force (2011)
Essa E Pra Zuar,Edu K,Electronic / Dance,Drums,by Edu K (2008)
Blessings (For My Baby),Jonny Dangerously,Electronic / Dance,Multiple Elements,by Jonny Dangerously (2011)
ｆｌoｗeｒ ｂｒeaｋ,ｆｌoｗeｒ９７,Electronic / Dance,Multiple Elements,by ｆｌoｗeｒ９７ (2016)
I'm Sorry for Everything,My Worthless Life,Electronic / Dance,Drums,by My Worthless Life (2022)
Your Ghost,Soul Intent (Drum N Bass),Electronic / Dance,Drums,by Soul Intent (Drum N Bass) (2021)
Eat This,Emoticon,Electronic / Dance,Drums,by Emoticon (2009)
The Dark Side,Beat Rapist,Electronic / Dance,Drums,by Beat Rapist (2013)
Badman Biz,Unknown Artist (Bring Back),Electronic / Dance,Drums,by Unknown Artist (Bring Back) (2020)
Falkirk Triangle,Creep Woland,Electronic / Dance,Drums,by Creep Woland (2020)
I Drink Piss on a Daily Basis,wUB.Man69,Electronic / Dance,Drums,by wUB.Man69 (2019)
Show Respect,Sum,Electronic / Dance,Drums,by Sum (2020)
Leap of Faith,Qant,Electronic / Dance,Drums,by Qant (2020)
Superhero Can't Test,FFF (2),Electronic / Dance,Drums,by FFF (2) (2015)
Muzon,Slim Line,Electronic / Dance,Multiple Elements,by Slim Line (2003)
Make It Real,Tim Reaper,Electronic / Dance,Drums,by Tim Reaper (2020)
All Massive,Lavery,Electronic / Dance,Drums,by Lavery (2019)
Next 2 U,Mani Festo,Electronic / Dance,Drums,by Mani Festo (2019)
Die Alone,Waiting to Die,Electronic / Dance,Drums,by Waiting to Die (2015)
Lo-Freq Soul,Dead Man's Chest,Electronic / Dance,Drums,by Dead Man's Chest (2019)
The Feeling,Boykz & Chapman,Electronic / Dance,Drums,by Boykz & Chapman (2020)
Pulze,Tusken Raiders,Electronic / Dance,Drums,by Tusken Raiders (2020)
The One (Sanxion Remix),Liquid-8,Electronic / Dance,Drums,by Liquid-8 feat. Davina Myers (2011)
The One (Sanxion Remix),Davina Myers,Electronic / Dance,Drums,by Liquid-8 feat. Davina Myers (2011)
Fucked Up,DJ Sailor Moon,Electronic / Dance,Drums,by DJ Sailor Moon (2015)
Digital Wubcore,wUB.Man69,Electronic / Dance,Drums,by wUB.Man69 (2022)
Gloria,Sam Gooris,World / Latin,Multiple Elements,by Sam Gooris (1991)
Penetrator,The Charm,Electronic / Dance,Vocals / Lyrics,by The Charm (1992)
Doubtful Being,Riffz,Electronic / Dance,Drums,by Riffz (2020)
Premonition,Foor,Electronic / Dance,Drums,by Foor and Eddie Craig (2018)
Premonition,Eddie Craig,Electronic / Dance,Drums,by Foor and Eddie Craig (2018)
That We Say,Maxin,Electronic / Dance,Multiple Elements,by Maxin (2015)
Automatic (Alexandre Remix),Maxx Baer,Electronic / Dance,Multiple Elements,by Maxx Baer (2014)
Funk It Up,T.O.F.,Electronic / Dance,Multiple Elements,by T.O.F. (1994)
Fresh Rhythm,Local Group,Electronic / Dance,Drums,by Local Group (2020)
Get Mad Now,Dr. Lefty,Electronic / Dance,Multiple Elements,by Dr. Lefty (2006)
Hypnotizer (For the Ladies),DJ Massive,Electronic / Dance,Drums,by DJ Massive (1993)
XTC (Skin Teeth Remix),Pressa (Breakbeat),Electronic / Dance,Drums,by Pressa (Breakbeat) (2020)
River of Sound,The Diabolical Liberties,Electronic / Dance,Drums,by The Diabolical Liberties (2020)
Innocence,Keeno,Electronic / Dance,Drums,by Keeno (2014)
Bicameral,Sophia Loizou,Electronic / Dance,Drums,by Sophia Loizou (2020)
The Box Re-Opens,Kemet Crew,Electronic / Dance,Drums,by Kemet Crew (1995)
Swandive,Sully,Electronic / Dance,Drums,by Sully (2020)
Press Up (Unreleased Amen Mix),Babylon Cru,Electronic / Dance,Drums,by Babylon Cru (2019)
Shot Fe Bust (Marvellous Cain Remix),Poison Chang,Electronic / Dance,Multiple Elements,by Poison Chang (1995)
The Riddler,Sickboy,Electronic / Dance,Multiple Elements,by Sickboy (2007)
Mutant,Bungle,Electronic / Dance,Multiple Elements,by Bungle (2019)
Soulpride,Special Touch,Electronic / Dance,Drums,by Special Touch (2000)
Rainham Nights,Redshift,Electronic / Dance,Drums,by Redshift and DJ Problem Child (2019)
Rainham Nights,DJ Problem Child,Electronic / Dance,Drums,by Redshift and DJ Problem Child (2019)
003A1,Apparel Wax,Electronic / Dance,Multiple Elements,by Apparel Wax (2018)
Musical Flavour,Guyver (Drum and Bass),Electronic / Dance,Drums,by Guyver (Drum and Bass) (1995)
The Piped Piper of Plaistow,Lavery,Electronic / Dance,Drums,by Lavery (2021)
Say No to XTC,C.I.P.,Electronic / Dance,Multiple Elements,by C.I.P. (1992)
Persian in AA Babylon (Dubplate Mix),Persian Prince,Electronic / Dance,Drums,by Persian Prince (2019)
Give a Little...,Dub-Liner,Electronic / Dance,Drums,by Dub-Liner (2020)
Messiah,Djipe,Electronic / Dance,Multiple Elements,by Djipe (2014)
Jiboia Groove,Nightwave,Electronic / Dance,Drums,by Nightwave (2019)
Worker Automation Is Cool,comfort.girl_,Electronic / Dance,Drums,by comfort.girl_ (2022)
Spit on Your Rave,Jaql,Electronic / Dance,Drums,by Jaql (2013)
You Are My Destiny,RJ (Jungle Producer),Electronic / Dance,Drums,by RJ (Jungle Producer) (1994)
8-Bits (Kid Chameleon Remix),Manu Twister,Electronic / Dance,Drums,by Manu Twister (2012)
Deranged,Special Request,Electronic / Dance,Drums,by Special Request (2013)
Make It Right,Ricky Force,Electronic / Dance,Drums,by Ricky Force (2018)
U.R. Everything to Me,Hard & Pure,Electronic / Dance,Drums,by Hard & Pure (1993)
End of Time,Lavery,Electronic / Dance,Vocals / Lyrics,by Lavery (2019)
Come Back,D'Cruze,Electronic / Dance,Drums,by D'Cruze (1995)
Lexicon,μ-Ziq,Electronic / Dance,Drums,by μ-Ziq (2007)
Junglist Girls (Potential Bad Boy Remix),UK Apachi,Electronic / Dance,Multiple Elements,by UK Apachi (1995)
De Boom,Split Personality (2),Hip-Hop / Rap / R&B,Vocals / Lyrics,by Split Personality (2) (1993)
Kings of Hip House (Mark Luva Encías Sangrantes Rimís),We Like Turtles,Electronic / Dance,Multiple Elements,by We Like Turtles feat. Arufe (2013)
Kings of Hip House (Mark Luva Encías Sangrantes Rimís),Arufe,Electronic / Dance,Multiple Elements,by We Like Turtles feat. Arufe (2013)
Whats Up,Majistrate,Electronic / Dance,Drums,by Majistrate (1995)
Good Time (Summer Vibes),Mo2vation,Electronic / Dance,Drums,by Mo2vation (1993)
What a Feeling (Geek Boy Remix),Twelve24,Electronic / Dance,Drums,by Twelve24 (2014)
Eclipse,J Majik,Electronic / Dance,Drums,by J Majik (2019)
Maris Piper,Tsunga,Electronic / Dance,Multiple Elements,by Tsunga (2015)
Hide,Madcap,Electronic / Dance,Drums,by Madcap (2020)
Track B (UNCULT002),Unknown Artist (Uncultured),Electronic / Dance,Drums,by Unknown Artist (Uncultured) (2020)
Masters of Rave,SPL,Electronic / Dance,Drums,by SPL feat. Eye-D (2010)
Masters of Rave,Eye-D,Electronic / Dance,Drums,by SPL feat. Eye-D (2010)
Feel Good,DJ Nee,Electronic / Dance,Drums,by DJ Nee (2005)
Manic Attack,The Charm,Electronic / Dance,Drums,by The Charm (1992)
Breakbeats Saying Sorry,The Flashbulb,Electronic / Dance,Drums,by The Flashbulb (1999)
Someone,Kumarachi,Electronic / Dance,Vocals / Lyrics,by Kumarachi (2017)
What U Got (IB. Vs IR),NONE,Hip-Hop / Rap / R&B,Vocals / Lyrics,by NONE (1996)
Giness Punch,Marvellous Cain,Electronic / Dance,Drums,by Marvellous Cain (1995)
Radon,Goldefish,Electronic / Dance,Drums,by Goldefish (2019)
Future Music,DJ Shark,Electronic / Dance,Drums,by DJ Shark (2018)
Think,Dynamo Productions,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Dynamo Productions feat. Profile (2003)
Think,Profile,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Dynamo Productions feat. Profile (2003)
Yet Another Ripper,DJ Massive,Electronic / Dance,Drums,by DJ Massive (1993)
Raven,Unknown Artist (Withhold),Electronic / Dance,Drums,by Unknown Artist (Withhold) (2020)
The Walls (Anna Morgan Remix),Sun People,Electronic / Dance,Vocals / Lyrics,by Sun People (2020)
Rise Above,Phobia,Electronic / Dance,Multiple Elements,by Phobia and Fragment (2006)
Rise Above,Fragment,Electronic / Dance,Multiple Elements,by Phobia and Fragment (2006)
Get Down,Divine Profitz,Hip-Hop / Rap / R&B,Vocals / Lyrics,by Divine Profitz (2007)
The Shamen,Insight (Drum & Bass),Electronic / Dance,Drums,by Insight (Drum & Bass) (2011)
No Mercy on the Badman,Tommy the Cat,Electronic / Dance,Drums,by Tommy the Cat (2019)
Purple Passion,Duran Duran Duran,Electronic / Dance,Drums,by Duran Duran Duran (2005)
RDC Beats,CDR,Electronic / Dance,Drums,by CDR (2022)
Stop Look Listen,Lavery,Electronic / Dance,Drums,by Lavery (2020)
So Real,S.Kid,Electronic / Dance,Drums,by S.Kid (2019)
Brok Wild,Potential Bad Boy,Electronic / Dance,Drums,by Potential Bad Boy (1994)
Sea Sisters,Peaches the Wale,Electronic / Dance,Multiple Elements,by Peaches the Wale (2014)
Lucid Bass II,The Flashbulb,Other,Drums,by The Flashbulb (2004)
Future World,J Majik,Electronic / Dance,Drums,by J Majik (2020)
North Winds,Krakota,Electronic / Dance,Multiple Elements,by Krakota (2016)
Blunt End of the Heel,Thugwidow,Electronic / Dance,Drums,by Thugwidow (2019)
SF3,Dj Kool-aid,Electronic / Dance,Drums,by Dj Kool-aid (2020)
Soul Trip,Broken,Electronic / Dance,Multiple Elements,by Broken (2020)
Midnight Star,Reactiv,Electronic / Dance,Drums,by Reactiv (2010)
Watch Me Now,DJ Buz,Electronic / Dance,Drums,by DJ Buz (1994)
Beyond Control,Little Matt,Electronic / Dance,Drums,by Little Matt (1993)
The Omen Rap,Strange Boys,Electronic / Dance,Multiple Elements,by Strange Boys (1989)
David Miscavige Ate My Dog,Penisland,Electronic / Dance,Multiple Elements,by Penisland (2021)
Beat 205 3,CDR,Electronic / Dance,Multiple Elements,by CDR (2021)
Warm It Up,Branded Posse,Hip-Hop / Rap / R&B,Multiple Elements,by Branded Posse (1995)
Gun Talk,Marvellous Cain,Electronic / Dance,Drums,by Marvellous Cain (1995)
JungleWaDoDem,Kid Lib,Electronic / Dance,Drums,by Kid Lib (2013)
Run for Cover,Bladerunner,Electronic / Dance,Drums,by Bladerunner (2012)
Running in Circles Around Your Halo,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Multiple Elements,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Showtime,Reds,Electronic / Dance,Drums,by Reds (2014)
Recognize,Fingerbangerz,Hip-Hop / Rap / R&B,Multiple Elements,by Fingerbangerz (2003)
Pretty Brown Eyes,Lavery,Electronic / Dance,Drums,by Lavery (2019)
Snow Day ^​.​^,･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧,Electronic / Dance,Drums,by ･ﾟ✧(=✪ ᆺ ✪=) - ･ﾟ✧ (2022)
Promise Land,Ministry of Funk,Electronic / Dance,Vocals / Lyrics,by Ministry of Funk (2012)
Doug Walker Defends You From Michael Bay the Penis Snatcher,Dj Bamberino,Electronic / Dance,Drums,by Dj Bamberino (2022)
Before I Let Jungle Go,Bass Master Warriors,Electronic / Dance,Drums,by Bass Master Warriors (1994)
Get Red,Debaser,Electronic / Dance,Drums,by Debaser (2003)
Ghost,Zaphyre,Electronic / Dance,Multiple Elements,by Zaphyre (2020)
Rhythm Sticks (Secret Rave Mix),G-23,Electronic / Dance,Drums,by G-23 (2014)
Fucking You Is Easy Cause You're a Retarded Whore,DJ Sailor Moon,Electronic / Dance,Drums,by DJ Sailor Moon (2013)
Original Stylee,Manix,Electronic / Dance,Drums,by Manix (2013)
Stay Strong,6BLOCC,Electronic / Dance,Drums,by 6BLOCC (2016)
Use What U Got,Motion (2),Hip-Hop / Rap / R&B,Vocals / Lyrics,by Motion (2) (1997)
Rare Delight,Nebula,Electronic / Dance,Drums,by Nebula (2008)
Lost in World,Duo Infernale,Electronic / Dance,Drums,by Duo Infernale (2005)
C'mon C'mon (Mental Bass Mix),Da Juice,Electronic / Dance,Multiple Elements,by Da Juice (1991)
B2 (7TH 12028),Tim Reaper,Electronic / Dance,Drums,by Tim Reaper (2019)
Yo Vivirè (Disco House Club Mix),Abril,Rock / Pop,Drums,by Abril (1998)
Call the Police,DJ Narcs,Electronic / Dance,Drums,by DJ Narcs (2013)
Woodsnake,Twisted Anger,Electronic / Dance,Multiple Elements,by Twisted Anger (1997)
A Time Forgotten,Time Travel,Electronic / Dance,Drums,by Time Travel (2013)
Method,Disdained,Electronic / Dance,Drums,by Disdained (2021)
Infinity,Kid J,Electronic / Dance,Drums,by Kid J (1995)
Be Nice 2 Me (Forprexxer Bootleg),Forprexxer,Electronic / Dance,Drums,by Forprexxer (2022)
Mindwash,Special Request,Electronic / Dance,Drums,by Special Request (2013)
Wanna Be With You,Akira,Electronic / Dance,Vocals / Lyrics,by Akira (2005)
Identity,Daz Ellis,Electronic / Dance,Multiple Elements,by Daz Ellis (1995)
